0,0,0,0,0
0.001001,0,0,0,0
0.002002,0,0,0,0
0.003003,0,0,0,0
0.004004,0,0,0,0
0.00500501,0,0,0,0
0.00600601,0,0,0,0
0.00700701,0,0,0,0
0.00800801,0,0,0,0
0.00900901,0,0,0,0
0.01001,0,0,0,0
0.011011,0,0,0,0
0.012012,0,0,0,0
0.013013,0,0,0,0
0.014014,0,0,0,0
0.015015,0,0,0,0
0.016016,0,0,0,0.0559839
0.017017,0,0,0,0.192196
0.018018,0,0,0,0.317347
0.019019,0,0,0,0.43087
0.02002,0,0,0,0.532623
0.021021,0,0,0,0.622759
0.022022,0,0,0,0.701633
0.023023,0,0,0,0.769733
0.024024,0,0,0,0.827629
0.025025,0,0,0,0.87594
0.026026,0,0,0,0.915304
0.027027,0,0,0,0.946363
0.028028,0,0,0,0.96975
0.029029,0,0,0,0.986076
0.03003,0,0,0,0.995931
0.031031,0,0,0,0.999873
0.032032,0,0,0.0559839,0.998432
0.033033,0,0,0.125416,0.992104
0.034034,0,0,0.192196,0.981357
0.035035,0,0,0.256202,0.966623
0.036036,0,0,0.317347,0.948309
0.037037,0,0,0.375579,0.92679
0.038038,0,0,0.43087,0.902414
0.039039,0,0,0.483214,0.875502
0.04004,0,0,0.532623,0.846353
0.041041,0,0,0.579125,0.815239
0.042042,0,0,0.622759,0.782414
0.043043,0,0,0.663576,0.748109
0.044044,0,0,0.701633,0.712539
0.045045,0,0,0.736995,0.675898
0.046046,0,0,0.769733,0.638366
0.047047,0,0,0.799918,0.600109
0.048048,0,0,0.827629,0.561275
0.049049,0,0,0.852943,0.522004
0.0500501,0,0,0.87594,0.482421
0.0510511,0,0,0.8967,0.442639
0.0520521,0,0,0.915304,0.402764
0.0530531,0,0,0.931832,0.362891
0.0540541,0,0,0.946363,0.323105
0.0550551,0,0,0.958977,0.283485
0.0560561,0,0,0.96975,0.244101
0.0570571,0,0,0.978758,0.205018
0.0580581,0,0,0.986076,0.166294
0.0590591,0,0,0.991777,0.127979
0.0600601,0,0,0.995931,0.0901202
0.0610611,0,0,0.998607,0.0527598
0.0620621,0,0,0.999873,0.0159344
0.0630631,0,0.0203232,0.999793,0
0.0640641,0,0.0559839,0.998432,0
0.0650651,0,0.0910224,0.995849,0
0.0660661,0,0.125416,0.992104,0
0.0670671,0,0.159146,0.987255,0
0.0680681,0,0.192196,0.981357,0
0.0690691,0,0.224552,0.974462,0
0.0700701,0,0.256202,0.966623,0
0.0710711,0,0.287136,0.95789,0
0.0720721,0,0.317347,0.948309,0
0.0730731,0,0.34683,0.937928,0
0.0740741,0,0.375579,0.92679,0
0.0750751,0,0.403593,0.914939,0
0.0760761,0,0.43087,0.902414,0
0.0770771,0,0.45741,0.889256,0
0.0780781,0,0.483214,0.875502,0
0.0790791,0,0.508284,0.86119,0
0.0800801,0,0.532623,0.846353,0
0.0810811,0,0.556235,0.831025,0
0.0820821,0,0.579125,0.815239,0
0.0830831,0,0.601297,0.799025,0
0.0840841,0,0.622759,0.782414,0
0.0850851,0,0.643516,0.765433,0
0.0860861,0,0.663576,0.748109,0
0.0870871,0,0.682945,0.730469,0
0.0880881,0,0.701633,0.712539,0
0.0890891,0,0.719647,0.69434,0
0.0900901,0,0.736995,0.675898,0
0.0910911,0,0.753688,0.657233,0
0.0920921,0,0.769733,0.638366,0
0.0930931,0,0.78514,0.619319,0
0.0940941,0,0.799918,0.600109,0
0.0950951,0,0.814078,0.580755,0
0.0960961,0,0.827629,0.561275,0
0.0970971,0,0.840581,0.541687,0
