0,0,0,0,0
0.001001,0,0,0,0
0.002002,0,0,0,0
0.003003,0,0,0,0
0.004004,0,0,0,0
0.00500501,0,0,0,0
0.00600601,0,0,0,0
0.00700701,0,0,0,0
0.00800801,0,0,0,0
0.00900901,0,0,0,0
0.01001,0,0,0,0
0.011011,0,0,0,0
0.012012,0,0,0,0
0.013013,0,0,0,0
0.014014,0,0,0,0
0.015015,0,0,0,0
0.016016,0,0,0,0.226107
0.017017,0,0,0,0.399399
0.018018,0,0,0,0.496246
0.019019,0,0,0,0.56514
0.02002,0,0,0,0.619331
0.021021,0,0,0,0.664672
0.022022,0,0,0,0.704306
0.023023,0,0,0,0.740137
0.024024,0,0,0,0.773423
0.025025,0,0,0,0.805059
0.026026,0,0,0,0.835729
0.027027,0,0,0,0.86599
0.028028,0,0,0,0.896331
0.029029,0,0,0,0.927209
0.03003,0,0,0,0.959085
0.031031,0,0,0,0.99245
0.032032,0,0,0.226107,0.974103
0.033033,0,0,0.329758,0.944066
0.034034,0,0,0.399399,0.916777
0.035035,0,0,0.452755,0.891635
0.036036,0,0,0.496246,0.868182
0.037037,0,0,0.533083,0.846063
0.038038,0,0,0.56514,0.824995
0.039039,0,0,0.593616,0.804749
0.04004,0,0,0.619331,0.78513
0.041041,0,0,0.642872,0.765974
0.042042,0,0,0.664672,0.747135
0.043043,0,0,0.685064,0.728483
0.044044,0,0,0.704306,0.709896
0.045045,0,0,0.722608,0.691258
0.046046,0,0,0.740137,0.672456
0.047047,0,0,0.757036,0.653374
0.048048,0,0,0.773423,0.633891
0.049049,0,0,0.7894,0.613879
0.0500501,0,0,0.805059,0.593195
0.0510511,0,0,0.820478,0.571679
0.0520521,0,0,0.835729,0.549143
0.0530531,0,0,0.850879,0.525362
0.0540541,0,0,0.86599,0.500061
0.0550551,0,0,0.881122,0.47289
0.0560561,0,0,0.896331,0.443386
0.0570571,0,0,0.911675,0.410913
0.0580581,0,0,0.927209,0.374544
0.0590591,0,0,0.942993,0.332813
0.0600601,0,0,0.959085,0.283117
0.0610611,0,0,0.975549,0.219783
0.0620621,0,0,0.99245,0.12265
0.0630631,0,0.138254,0.990397,0
0.0640641,0,0.226107,0.974103,0
0.0650651,0,0.284435,0.958695,0
0.0660661,0,0.329758,0.944066,0
0.0670671,0,0.367257,0.93012,0
0.0680681,0,0.399399,0.916777,0
0.0690691,0,0.427597,0.903969,0
0.0700701,0,0.452755,0.891635,0
0.0710711,0,0.47549,0.879721,0
0.0720721,0,0.496246,0.868182,0
0.0730731,0,0.515359,0.856975,0
0.0740741,0,0.533083,0.846063,0
0.0750751,0,0.549623,0.835413,0
0.0760761,0,0.56514,0.824995,0
0.0770771,0,0.579767,0.814782,0
0.0780781,0,0.593616,0.804749,0
0.0790791,0,0.606778,0.794871,0
0.0800801,0,0.619331,0.78513,0
0.0810811,0,0.631344,0.775503,0
0.0820821,0,0.642872,0.765974,0
0.0830831,0,0.653967,0.756523,0
0.0840841,0,0.664672,0.747135,0
0.0850851,0,0.675027,0.737793,0
0.0860861,0,0.685064,0.728483,0
0.0870871,0,0.694815,0.719189,0
0.0880881,0,0.704306,0.709896,0
0.0890891,0,0.713563,0.700591,0
0.0900901,0,0.722608,0.691258,0
0.0910911,0,0.731459,0.681885,0
0.0920921,0,0.740137,0.672456,0
0.0930931,0,0.748657,0.662957,0
0.0940941,0,0.757036,0.653374,0
0.0950951,0,0.765286,0.64369,0
0.0960961,0,0.773423,0.633891,0
0.0970971,0,0.781457,0.623959,0
